t 0 rx0 -36 ry0 -38 rt0 0 ix0 44 iy0 16 it0 259 rx1 -58 ry1 2 rt1 -61 ix1 16 iy1 -32 it1 30 rx2 22 ry2 0 rt2 45 ix2 -58 iy2 40 it2 -80 bx -30 by 8 f # 
t 1 rx0 -36 ry0 -38 rt0 0 ix0 44 iy0 16 it0 259 rx1 -58 ry1 2 rt1 -61 ix1 16 iy1 -32 it1 30 rx2 22 ry2 0 rt2 45 ix2 -58 iy2 40 it2 -80 bx -30 by 8 f # 
t 2 rx0 -36 ry0 -38 rt0 0 ix0 44 iy0 16 it0 259 rx1 -58 ry1 2 rt1 -61 ix1 16 iy1 -32 it1 30 rx2 22 ry2 0 rt2 45 ix2 -58 iy2 40 it2 -80 bx -30 by 8 f # 
t 3 rx0 -36 ry0 -38 rt0 0 ix0 44 iy0 16 it0 259 rx1 -58 ry1 2 rt1 -61 ix1 16 iy1 -32 it1 30 rx2 22 ry2 0 rt2 45 ix2 -58 iy2 40 it2 -80 bx -30 by 8 f # 
t 4 rx0 -36 ry0 -38 rt0 0 ix0 44 iy0 16 it0 259 rx1 -58 ry1 2 rt1 -61 ix1 16 iy1 -32 it1 30 rx2 22 ry2 0 rt2 45 ix2 -58 iy2 40 it2 -80 bx -30 by 8 f # 
t 5 rx0 -36 ry0 -38 rt0 0 ix0 44 iy0 16 it0 259 rx1 -58 ry1 2 rt1 -61 ix1 16 iy1 -32 it1 30 rx2 22 ry2 0 rt2 45 ix2 -58 iy2 40 it2 -80 bx -30 by 8 f # 
t 6 rx0 -36 ry0 -38 rt0 0 ix0 44 iy0 16 it0 259 rx1 -58 ry1 2 rt1 -61 ix1 16 iy1 -32 it1 30 rx2 22 ry2 0 rt2 45 ix2 -58 iy2 40 it2 -80 bx -30 by 8 f # 
t 7 rx0 -36 ry0 -38 rt0 0 ix0 44 iy0 16 it0 259 rx1 -58 ry1 2 rt1 -61 ix1 16 iy1 -32 it1 30 rx2 22 ry2 0 rt2 45 ix2 -58 iy2 40 it2 -80 bx -30 by 8 f # 
t 8 rx0 -36 ry0 -38 rt0 0 ix0 44 iy0 16 it0 259 rx1 -58 ry1 2 rt1 -61 ix1 16 iy1 -32 it1 30 rx2 22 ry2 0 rt2 45 ix2 -58 iy2 40 it2 -80 bx -30 by 8 f # 
t 9 rx0 -36 ry0 -38 rt0 0 ix0 44 iy0 16 it0 259 rx1 -58 ry1 2 rt1 -61 ix1 16 iy1 -32 it1 30 rx2 22 ry2 0 rt2 45 ix2 -58 iy2 40 it2 -80 bx -30 by 8 f # 
t 10 rx0 -36 ry0 -38 rt0 0 ix0 44 iy0 16 it0 259 rx1 -58 ry1 2 rt1 -61 ix1 16 iy1 -32 it1 30 rx2 22 ry2 0 rt2 45 ix2 -58 iy2 40 it2 -80 bx -30 by 8 f # 
t 11 rx0 -36 ry0 -38 rt0 0 ix0 44 iy0 16 it0 259 rx1 -58 ry1 2 rt1 -61 ix1 16 iy1 -32 it1 30 rx2 22 ry2 0 rt2 45 ix2 -58 iy2 40 it2 -80 bx -30 by 8 f # 
t 12 rx0 -36 ry0 -38 rt0 0 ix0 44 iy0 16 it0 259 rx1 -58 ry1 2 rt1 -61 ix1 16 iy1 -32 it1 30 rx2 22 ry2 0 rt2 45 ix2 -58 iy2 40 it2 -80 bx -30 by 8 f # 
t 13 rx0 -36 ry0 -38 rt0 0 ix0 44 iy0 16 it0 259 rx1 -58 ry1 2 rt1 -61 ix1 16 iy1 -32 it1 30 rx2 22 ry2 0 rt2 45 ix2 -58 iy2 40 it2 -80 bx -30 by 8 f # 
t 14 rx0 -36 ry0 -38 rt0 0 ix0 44 iy0 16 it0 259 rx1 -58 ry1 2 rt1 -61 ix1 16 iy1 -32 it1 30 rx2 22 ry2 0 rt2 45 ix2 -58 iy2 40 it2 -80 bx -30 by 8 f # 
t 15 rx0 -36 ry0 -38 rt0 0 ix0 44 iy0 16 it0 259 rx1 -58 ry1 2 rt1 -61 ix1 16 iy1 -32 it1 30 rx2 22 ry2 0 rt2 45 ix2 -58 iy2 40 it2 -80 bx -30 by 8 f # 
t 16 rx0 -36 ry0 -38 rt0 0 ix0 44 iy0 16 it0 259 rx1 -58 ry1 2 rt1 -61 ix1 16 iy1 -32 it1 30 rx2 22 ry2 0 rt2 45 ix2 -58 iy2 40 it2 -80 bx -30 by 8 f # 
t 17 rx0 -36 ry0 -38 rt0 0 ix0 44 iy0 16 it0 259 rx1 -58 ry1 2 rt1 -61 ix1 16 iy1 -32 it1 30 rx2 22 ry2 0 rt2 45 ix2 -58 iy2 40 it2 -80 bx -30 by 8 f # 
t 18 rx0 -36 ry0 -38 rt0 0 ix0 44 iy0 16 it0 259 rx1 -58 ry1 2 rt1 -61 ix1 16 iy1 -32 it1 30 rx2 22 ry2 0 rt2 45 ix2 -58 iy2 40 it2 -80 bx -30 by 8 f # 
t 19 rx0 -36 ry0 -38 rt0 0 ix0 44 iy0 16 it0 259 rx1 -58 ry1 2 rt1 -61 ix1 16 iy1 -32 it1 30 rx2 22 ry2 0 rt2 45 ix2 -58 iy2 40 it2 -80 bx -30 by 8 f # 
